ID,Item_Outlet_Sales,Item_type
FDV24OUT013,2694.7307328467164,Baking Goods
DRF48OUT010,502.02998487394956,Soft Drinks
FDQ47OUT046,676.9837544303798,Breads
DRN36OUT049,1517.032536956522,Soft Drinks
NCY06OUT035,2046.9735657142853,Household
FDE52OUT035,1455.4131923076925,Dairy
NCB54OUT045,1786.693882352941,Health and Hygiene
NCF31OUT035,2553.905952845528,Household
FDJ08OUT027,5275.190468571425,Fruits and Vegetables
NCC07OUT017,1693.6774046153844,Household
NCD19OUT027,1281.5230279411767,Household
FDL46OUT049,2240.0538363636365,Snack Foods
FDM20OUT045,4356.095470270271,Fruits and Vegetables
NCI06OUT010,502.02998487394956,Household
DRM11OUT035,4358.855706542055,Hard Drinks
NCH07OUT018,2338.8354360360368,Household
FDS23OUT013,1974.8129139784946,Breads
FDO49OUT018,524.6806636363636,Breakfast
FDS35OUT049,977.7808433566433,Breads
DRK39OUT045,1332.153201470588,Dairy
DRI39OUT049,977.7808433566433,Dairy
FDV04OUT017,2338.8354360360368,Frozen Foods
NCN14OUT035,2655.275971212121,Others
FDH08OUT013,4156.630275261059,Fruits and Vegetables
FDS20OUT046,2655.275971212121,Fruits and Vegetables
FDV40OUT049,1185.0029454545459,Frozen Foods
FDZ48OUT010,197.65629259259262,Baking Goods
FDS24OUT027,2568.6024162162166,Baking Goods
FDK44OUT049,2694.7307328467164,Fruits and Vegetables
FDS48OUT045,2553.905952845528,Baking Goods
FDK26OUT010,502.02998487394956,Canned
FDD23OUT045,3764.8568909090914,Starchy Foods
NCH54OUT017,2338.8354360360368,Household
NCP14OUT010,197.65629259259262,Household
FDM60OUT010,105.2549904,Baking Goods
FDV24OUT017,2338.8354360360368,Baking Goods
FDH08OUT018,3169.9637729729734,Fruits and Vegetables
FDS12OUT027,3168.2933656565656,Baking Goods
FDR39OUT027,5275.190468571425,Meat
FDP12OUT027,1281.5230279411767,Baking Goods
DRF60OUT027,5559.618375719888,Soft Drinks
FDC09OUT035,1693.6774046153844,Fruits and Vegetables
FDF50OUT018,3527.390878947369,Canned
FDG28OUT035,4004.1596115384627,Frozen Foods
NCE19OUT017,907.3643454545455,Household
NCM53OUT010,197.65629259259262,Health and Hygiene
NCN18OUT049,1649.7136916666675,Household
FDF32OUT035,3698.390135483871,Fruits and Vegetables
FDF11OUT013,4156.630275261059,Starchy Foods
DRI59OUT049,4356.095470270271,Hard Drinks
NCG54OUT035,2459.888325233645,Household
FDM44OUT046,1649.7136916666675,Fruits and Vegetables
FDT57OUT018,3169.9637729729734,Snack Foods
FDV24OUT046,2694.7307328467164,Baking Goods
FDI50OUT019,605.3117588785047,Canned
FDS09OUT035,749.5418710526316,Snack Foods
NCC31OUT027,3745.7690891304346,Household
FDQ07OUT019,487.40178478260873,Fruits and Vegetables
FDC22OUT017,2655.275971212121,Snack Foods
FDZ56OUT046,2808.8827063829785,Fruits and Vegetables
FDZ40OUT019,105.2549904,Frozen Foods
FDS46OUT027,3168.2933656565656,Snack Foods
DRD24OUT045,2091.4416892307686,Soft Drinks
FDV45OUT017,3116.7792763636353,Snack Foods
FDL26OUT045,2553.905952845528,Canned
FDA56OUT018,1777.7057274074075,Fruits and Vegetables
FDN27OUT046,2187.6146213333327,Meat
FDM20OUT049,4356.095470270271,Fruits and Vegetables
FDO16OUT017,1332.153201470588,Frozen Foods
FDL03OUT035,3201.733229729729,Meat
FDE58OUT046,2187.6146213333327,Snack Foods
FDI02OUT027,2794.179505000001,Canned
NCC55OUT019,105.2549904,Household
FDR03OUT018,3295.266133333333,Meat
FDB14OUT017,1517.032536956522,Canned
FDR45OUT013,4156.630275261059,Snack Foods
NCN07OUT017,2132.479831067961,Others
FDM51OUT019,254.7854648648649,Meat
FDT52OUT027,5559.618375719888,Frozen Foods
FDL26OUT046,2208.4345349397586,Canned
NCZ42OUT046,3513.2239652173907,Household
DRI47OUT019,306.33348852459034,Hard Drinks
FDW40OUT013,2694.7307328467164,Frozen Foods
FDN34OUT046,2808.8827063829785,Snack Foods
FDS01OUT035,3201.733229729729,Canned
NCG55OUT045,1786.693882352941,Household
FDC11OUT035,1455.4131923076925,Starchy Foods
FDX35OUT018,3295.266133333333,Breads
NCB06OUT046,2808.8827063829785,Health and Hygiene
FDR09OUT019,487.40178478260873,Snack Foods
FDC53OUT017,1564.58408275862,Frozen Foods
FDY45OUT013,3808.5239555555545,Snack Foods
FDA22OUT010,427.8008585365854,Starchy Foods
FDE02OUT035,1564.58408275862,Canned
FDW21OUT045,1649.7136916666675,Snack Foods
FDV34OUT046,1185.0029454545459,Snack Foods
FDS59OUT049,1693.6774046153844,Breads
NCW17OUT017,2132.479831067961,Health and Hygiene
NCK54OUT046,2187.6146213333327,Household
FDG17OUT019,605.3117588785047,Frozen Foods
FDG35OUT017,2986.9868624999995,Starchy Foods
FDD08OUT010,105.2549904,Fruits and Vegetables
NCO07OUT017,4004.1596115384627,Others
FDJ10OUT010,306.33348852459034,Snack Foods
FDW36OUT017,1893.0558240000005,Baking Goods
FDW21OUT010,197.65629259259262,Snack Foods
FDY19OUT017,2132.479831067961,Fruits and Vegetables
DRE03OUT013,671.0751846153843,Dairy
NCC55OUT049,596.1828575342469,Household
FDH52OUT010,157.01130588235296,Frozen Foods
FDO09OUT017,3950.9264431999977,Snack Foods
FDU43OUT045,3836.902086206896,Fruits and Vegetables
FDX09OUT010,427.8008585365854,Snack Foods
FDH40OUT019,254.7854648648649,Frozen Foods
FDW58OUT017,1693.6774046153844,Snack Foods
FDC47OUT017,3772.777078899083,Snack Foods
NCR41OUT035,1564.58408275862,Health and Hygiene
DRG49OUT035,4358.855706542055,Soft Drinks
FDC52OUT027,3745.7690891304346,Dairy
FDY13OUT046,1185.0029454545459,Canned
FDY35OUT013,757.5139499999999,Breads
FDI35OUT017,3764.8568909090914,Starchy Foods
NCU18OUT049,2539.836034108527,Household
FDY33OUT018,2775.4009808219184,Snack Foods
FDC15OUT027,4416.901347619048,Dairy
FDU01OUT049,2937.6575555555555,Canned
NCU42OUT046,2808.8827063829785,Household
NCV29OUT018,2986.9868624999995,Health and Hygiene
NCY30OUT017,2937.6575555555555,Household
FDQ46OUT049,1754.057083916084,Snack Foods
FDG58OUT027,3745.7690891304346,Snack Foods
FDK33OUT017,3713.041762500001,Snack Foods
NCD07OUT045,1786.693882352941,Household
NCX29OUT027,3745.7690891304346,Health and Hygiene
NCT42OUT013,2539.836034108527,Household
DRN59OUT035,757.5139499999999,Hard Drinks
FDI44OUT035,1356.5042214876032,Fruits and Vegetables
FDA45OUT049,2937.6575555555555,Snack Foods
FDP31OUT045,977.7808433566433,Fruits and Vegetables
FDY01OUT046,1950.840451162791,Canned
FDT09OUT018,1777.7057274074075,Snack Foods
DRH03OUT027,2568.6024162162166,Dairy
FDA36OUT018,2707.3122763636356,Baking Goods
NCF31OUT017,2338.8354360360368,Household
FDG14OUT049,2539.836034108527,Canned
FDG28OUT027,5559.618375719888,Frozen Foods
FDU14OUT049,4356.095470270271,Dairy
FDY47OUT019,306.33348852459034,Breads
FDI56OUT049,1391.4436705882354,Fruits and Vegetables
DRD01OUT013,775.0400660550457,Soft Drinks
FDM22OUT046,907.3643454545455,Snack Foods
FDH33OUT013,749.5418710526316,Snack Foods
DRZ24OUT013,1974.8129139784946,Soft Drinks
NCQ38OUT046,1693.6774046153844,Others
FDO16OUT027,2068.569264285714,Frozen Foods
FDU07OUT027,3745.7690891304346,Fruits and Vegetables
NCB07OUT013,2679.219963265306,Household
FDU48OUT045,1786.693882352941,Baking Goods
NCM43OUT045,2986.9868624999995,Others
FDR31OUT010,306.33348852459034,Fruits and Vegetables
DRK49OUT018,524.6806636363636,Soft Drinks
NCI30OUT010,605.3117588785047,Household
DRD60OUT017,3408.774419130434,Soft Drinks
NCG19OUT046,3141.2895389830514,Household
FDH12OUT035,1754.057083916084,Baking Goods
FDM32OUT035,1564.58408275862,Fruits and Vegetables
FDM27OUT035,2553.905952845528,Meat
NCU53OUT027,4416.901347619048,Health and Hygiene
NCQ18OUT046,1570.8295803278695,Household
FDS10OUT013,2937.6575555555555,Snack Foods
FDB33OUT027,4416.901347619048,Fruits and Vegetables
FDI12OUT013,1332.153201470588,Baking Goods
NCW42OUT013,3698.390135483871,Household
NCC06OUT018,1777.7057274074075,Household
FDW02OUT017,2132.479831067961,Dairy
NCD43OUT017,1893.0558240000005,Household
FDM57OUT018,1213.0738721649484,Snack Foods
FDA58OUT017,3950.9264431999977,Snack Foods
FDK56OUT046,2655.275971212121,Fruits and Vegetables
FDP52OUT045,3513.2239652173907,Frozen Foods
FDW20OUT018,1777.7057274074075,Fruits and Vegetables
FDS52OUT049,1649.7136916666675,Frozen Foods
NCT29OUT018,1777.7057274074075,Health and Hygiene
NCL54OUT013,2430.8076676056335,Household
FDC05OUT045,3379.6187945945944,Frozen Foods
FDF34OUT035,2655.275971212121,Snack Foods
FDP03OUT027,3168.2933656565656,Meat
FDD32OUT010,197.65629259259262,Fruits and Vegetables
FDZ10OUT045,1786.693882352941,Snack Foods
FDZ40OUT035,907.3643454545455,Frozen Foods
FDD51OUT018,524.6806636363636,Dairy
NCY30OUT019,502.02998487394956,Household
FDP58OUT017,3772.777078899083,Snack Foods
FDV49OUT017,4004.1596115384627,Canned
FDY24OUT019,105.2549904,Baking Goods
NCO55OUT017,1893.0558240000005,Others
FDR13OUT017,2132.479831067961,Canned
FDS51OUT017,977.7808433566433,Meat
FDP26OUT045,1754.057083916084,Dairy
NCB54OUT027,3168.2933656565656,Health and Hygiene
FDF32OUT017,3116.7792763636353,Fruits and Vegetables
FDN31OUT018,2707.3122763636356,Fruits and Vegetables
DRM48OUT017,676.9837544303798,Soft Drinks
FDN20OUT049,2808.8827063829785,Fruits and Vegetables
DRL01OUT046,3513.2239652173907,Soft Drinks
FDV56OUT049,1693.6774046153844,Fruits and Vegetables
DRH13OUT027,2794.179505000001,Soft Drinks
FDA03OUT017,2091.4416892307686,Dairy
FDF47OUT027,5559.618375719888,Starchy Foods
FDX32OUT046,2694.7307328467164,Fruits and Vegetables
FDX57OUT049,1517.032536956522,Snack Foods
NCA30OUT045,3379.6187945945944,Household
FDO49OUT013,757.5139499999999,Breakfast
FDL04OUT019,254.7854648648649,Frozen Foods
DRM48OUT035,676.9837544303798,Soft Drinks
FDR16OUT013,3141.2895389830514,Frozen Foods
NCC19OUT018,3527.390878947369,Household
NCE42OUT045,4356.095470270271,Household
FDY24OUT017,1041.6118838709676,Baking Goods
FDH19OUT049,2808.8827063829785,Meat
FDJ46OUT013,2430.8076676056335,Snack Foods
FDN45OUT010,487.40178478260873,Snack Foods
FDY08OUT035,2521.329116666667,Fruits and Vegetables
FDZ37OUT035,1356.5042214876032,Canned
NCT30OUT045,671.0751846153843,Household
DRY23OUT018,524.6806636363636,Soft Drinks
NCZ30OUT018,1777.7057274074075,Household
FDC44OUT018,1777.7057274074075,Fruits and Vegetables
FDB45OUT035,1693.6774046153844,Fruits and Vegetables
FDY04OUT013,2430.8076676056335,Frozen Foods
FDM27OUT046,2808.8827063829785,Meat
FDZ43OUT017,3836.902086206896,Fruits and Vegetables
FDT39OUT019,361.18122935779826,Meat
NCC06OUT019,306.33348852459034,Household
FDL15OUT027,3745.7690891304346,Meat
FDL57OUT017,4358.855706542055,Snack Foods
FDU08OUT046,1649.7136916666675,Fruits and Vegetables
FDK40OUT017,4004.1596115384627,Frozen Foods
FDQ12OUT010,605.3117588785047,Baking Goods
FDS48OUT017,2338.8354360360368,Baking Goods
FDP09OUT045,3513.2239652173907,Snack Foods
FDW21OUT049,1649.7136916666675,Snack Foods
FDY25OUT035,3201.733229729729,Canned
DRE13OUT017,1356.5042214876032,Soft Drinks
FDV43OUT019,105.2549904,Fruits and Vegetables
FDD22OUT045,1754.057083916084,Snack Foods
FDM46OUT019,254.7854648648649,Snack Foods
NCO30OUT010,502.02998487394956,Household
FDM25OUT046,2123.557620689655,Breakfast
NCN41OUT049,2187.6146213333327,Health and Hygiene
FDU24OUT045,1391.4436705882354,Baking Goods
FDZ50OUT046,3201.733229729729,Dairy
FDP45OUT013,4156.630275261059,Snack Foods
NCM54OUT045,1786.693882352941,Household
FDW10OUT019,427.8008585365854,Snack Foods
FDP20OUT017,2132.479831067961,Fruits and Vegetables
FDK32OUT046,2208.4345349397586,Fruits and Vegetables
FDN52OUT049,1332.153201470588,Frozen Foods
FDM58OUT045,1693.6774046153844,Snack Foods
FDZ46OUT027,2794.179505000001,Snack Foods
NCA18OUT018,1777.7057274074075,Household
FDD35OUT046,2187.6146213333327,Starchy Foods
NCK31OUT035,749.5418710526316,Others
FDI40OUT027,2794.179505000001,Frozen Foods
FDT50OUT019,254.7854648648649,Dairy
NCT06OUT046,2808.8827063829785,Household
FDT31OUT035,2655.275971212121,Fruits and Vegetables
FDT45OUT049,907.3643454545455,Snack Foods
FDT13OUT045,3116.7792763636353,Canned
FDO50OUT045,1517.032536956522,Canned
NCU18OUT010,306.33348852459034,Household
NCR54OUT049,3116.7792763636353,Household
NCO18OUT018,2707.3122763636356,Household
FDU09OUT045,907.3643454545455,Snack Foods
FDT13OUT018,2707.3122763636356,Canned
FDE09OUT046,1649.7136916666675,Fruits and Vegetables
NCK53OUT019,254.7854648648649,Health and Hygiene
FDG45OUT049,3713.041762500001,Fruits and Vegetables
DRH15OUT035,671.0751846153843,Dairy
FDO21OUT019,487.40178478260873,Snack Foods
FDD14OUT027,5275.190468571425,Canned
FDC09OUT046,1693.6774046153844,Fruits and Vegetables
FDH45OUT027,1281.5230279411767,Fruits and Vegetables
FDV32OUT046,977.7808433566433,Fruits and Vegetables
FDG12OUT035,2046.9735657142853,Baking Goods
FDS32OUT013,2539.836034108527,Fruits and Vegetables
NCL55OUT018,3169.9637729729734,Others
DRE01OUT035,3950.9264431999977,Soft Drinks
DRE15OUT049,1215.7750109090907,Dairy
NCL42OUT045,4356.095470270271,Household
FDP31OUT013,775.0400660550457,Fruits and Vegetables
FDN33OUT018,1213.0738721649484,Snack Foods
FDZ59OUT046,2694.7307328467164,Baking Goods
FDE45OUT010,487.40178478260873,Fruits and Vegetables
FDJ07OUT013,1974.8129139784946,Meat
FDQ45OUT018,2707.3122763636356,Snack Foods
FDM33OUT027,5559.618375719888,Snack Foods
FDO15OUT010,197.65629259259262,Meat
FDM46OUT013,1391.4436705882354,Snack Foods
FDR03OUT045,3713.041762500001,Meat
FDY49OUT018,2986.9868624999995,Canned
FDQ60OUT045,1786.693882352941,Baking Goods
FDW10OUT049,2808.8827063829785,Snack Foods
FDO51OUT049,757.5139499999999,Meat
FDJ40OUT018,1411.4228351648355,Frozen Foods
FDS20OUT018,2707.3122763636356,Fruits and Vegetables
FDU45OUT013,1693.6774046153844,Snack Foods
FDV02OUT035,2459.888325233645,Dairy
FDN09OUT046,3513.2239652173907,Snack Foods
NCM55OUT027,5275.190468571425,Others
FDN23OUT018,1607.677413793103,Breads
FDY31OUT010,306.33348852459034,Fruits and Vegetables
FDW03OUT010,197.65629259259262,Meat
FDD14OUT046,3201.733229729729,Canned
FDV23OUT017,2132.479831067961,Breads
DRI03OUT045,2986.9868624999995,Dairy
FDN13OUT035,1570.8295803278695,Breakfast
FDF45OUT027,1281.5230279411767,Fruits and Vegetables
FDU46OUT035,1455.4131923076925,Snack Foods
FDB57OUT049,4356.095470270271,Fruits and Vegetables
FDV12OUT049,1693.6774046153844,Baking Goods
FDQ58OUT013,2539.836034108527,Snack Foods
NCA18OUT017,2132.479831067961,Household
FDH52OUT049,977.7808433566433,Frozen Foods
FDM24OUT018,2338.8354360360368,Baking Goods
NCP43OUT027,5275.190468571425,Others
NCO18OUT019,427.8008585365854,Household
FDM32OUT017,1564.58408275862,Fruits and Vegetables
NCL07OUT017,596.1828575342469,Others
FDK03OUT013,4358.855706542055,Dairy
FDP59OUT017,1693.6774046153844,Breads
FDQ24OUT049,3808.5239555555545,Baking Goods
FDQ16OUT018,1411.4228351648355,Frozen Foods
FDU44OUT013,2430.8076676056335,Fruits and Vegetables
FDH28OUT010,105.2549904,Frozen Foods
FDV28OUT019,105.2549904,Frozen Foods
FDM22OUT045,907.3643454545455,Snack Foods
FDR56OUT046,2655.275971212121,Fruits and Vegetables
FDV39OUT049,3116.7792763636353,Meat
FDU37OUT019,254.7854648648649,Canned
FDQ11OUT010,605.3117588785047,Breads
FDX02OUT045,3698.390135483871,Dairy
NCS42OUT018,1213.0738721649484,Household
FDY57OUT027,2568.6024162162166,Snack Foods
FDB21OUT049,3950.9264431999977,Fruits and Vegetables
FDE28OUT017,3772.777078899083,Frozen Foods
FDQ55OUT017,2132.479831067961,Fruits and Vegetables
FDA48OUT049,3772.777078899083,Baking Goods
FDZ19OUT045,2459.888325233645,Fruits and Vegetables
NCC43OUT045,3950.9264431999977,Household
NCV18OUT046,1356.5042214876032,Household
NCA42OUT018,2338.8354360360368,Household
FDY45OUT046,3513.2239652173907,Snack Foods
NCC30OUT045,2655.275971212121,Household
FDM57OUT013,1332.153201470588,Snack Foods
FDL09OUT010,427.8008585365854,Snack Foods
FDB09OUT027,3168.2933656565656,Fruits and Vegetables
FDT44OUT035,2046.9735657142853,Fruits and Vegetables
NCT06OUT027,4416.901347619048,Household
FDX26OUT049,3408.774419130434,Dairy
FDK32OUT013,2539.836034108527,Fruits and Vegetables
DRA12OUT046,2208.4345349397586,Soft Drinks
FDO46OUT010,487.40178478260873,Snack Foods
FDE52OUT013,1332.153201470588,Dairy
NCH42OUT045,4356.095470270271,Household
FDV08OUT035,749.5418710526316,Fruits and Vegetables
FDB47OUT018,2707.3122763636356,Snack Foods
FDC28OUT010,197.65629259259262,Frozen Foods
FDD22OUT046,1950.840451162791,Snack Foods
FDS07OUT027,3168.2933656565656,Fruits and Vegetables
DRI13OUT045,4356.095470270271,Soft Drinks
FDG32OUT018,3527.390878947369,Fruits and Vegetables
FDU14OUT017,4356.095470270271,Dairy
FDD28OUT019,157.01130588235296,Frozen Foods
NCP41OUT017,1693.6774046153844,Health and Hygiene
FDS08OUT049,2808.8827063829785,Fruits and Vegetables
FDX47OUT045,2553.905952845528,Breads
FDC53OUT019,254.7854648648649,Frozen Foods
FDQ19OUT035,4004.1596115384627,Fruits and Vegetables
FDL14OUT045,2553.905952845528,Canned
FDM33OUT019,487.40178478260873,Snack Foods
FDA51OUT045,1786.693882352941,Dairy
FDZ27OUT018,524.6806636363636,Dairy
FDT04OUT046,671.0751846153843,Frozen Foods
DRC13OUT049,2187.6146213333327,Soft Drinks
FDR16OUT027,5559.618375719888,Frozen Foods
FDQ03OUT027,5559.618375719888,Meat
FDE38OUT035,2986.9868624999995,Canned
DRH23OUT027,1281.5230279411767,Hard Drinks
FDT11OUT019,502.02998487394956,Breads
FDD09OUT035,2655.275971212121,Fruits and Vegetables
FDR40OUT045,1356.5042214876032,Frozen Foods
FDX07OUT017,2655.275971212121,Fruits and Vegetables
FDR07OUT035,1564.58408275862,Fruits and Vegetables
FDA51OUT017,2132.479831067961,Dairy
FDT59OUT019,605.3117588785047,Breads
FDF20OUT017,2655.275971212121,Fruits and Vegetables
FDR13OUT045,1786.693882352941,Canned
FDY26OUT049,3713.041762500001,Dairy
FDW04OUT017,2132.479831067961,Frozen Foods
FDK52OUT017,3772.777078899083,Frozen Foods
FDN60OUT049,2694.7307328467164,Baking Goods
FDM09OUT019,427.8008585365854,Snack Foods
FDP46OUT049,1332.153201470588,Snack Foods
FDB50OUT019,254.7854648648649,Canned
NCQ29OUT049,3950.9264431999977,Health and Hygiene
FDP16OUT027,5559.618375719888,Frozen Foods
FDX33OUT018,2775.4009808219184,Snack Foods
FDP07OUT010,487.40178478260873,Fruits and Vegetables
FDN22OUT046,3950.9264431999977,Snack Foods
FDF39OUT049,3808.5239555555545,Dairy
FDS21OUT017,977.7808433566433,Snack Foods
NCM42OUT013,1649.7136916666675,Household
FDK50OUT019,361.18122935779826,Canned
DRF13OUT027,3745.7690891304346,Soft Drinks
FDH35OUT018,2964.967685185186,Starchy Foods
FDP60OUT018,1411.4228351648355,Baking Goods
DRJ49OUT027,3168.2933656565656,Soft Drinks
NCT42OUT019,361.18122935779826,Household
FDE38OUT049,2808.8827063829785,Canned
FDI04OUT049,3116.7792763636353,Frozen Foods
NCH54OUT045,2553.905952845528,Household
FDT56OUT049,977.7808433566433,Fruits and Vegetables
DRD15OUT018,3169.9637729729734,Dairy
FDV58OUT013,2679.219963265306,Snack Foods
FDP21OUT049,3116.7792763636353,Snack Foods
FDH05OUT013,3141.2895389830514,Frozen Foods
FDR10OUT027,4416.901347619048,Snack Foods
NCP06OUT045,2553.905952845528,Household
FDF33OUT049,1649.7136916666675,Seafood
DRK37OUT013,2679.219963265306,Soft Drinks
DRH49OUT045,1332.153201470588,Soft Drinks
FDT58OUT013,2430.8076676056335,Snack Foods
FDD41OUT018,1411.4228351648355,Frozen Foods
FDP40OUT018,1411.4228351648355,Frozen Foods
FDM51OUT027,2794.179505000001,Meat
FDO45OUT010,197.65629259259262,Snack Foods
FDW33OUT010,197.65629259259262,Snack Foods
FDY24OUT045,1041.6118838709676,Baking Goods
FDB10OUT010,487.40178478260873,Snack Foods
FDM40OUT035,2521.329116666667,Frozen Foods
